,Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
2751,26.0,13.0,4,Laptop & Accessory,5,Married,5,1,10.0,180.77,0
953,,16.0,4,Mobile Phone,3,Single,2,0,0.0,112.0,0
1805,24.0,20.0,3,Laptop & Accessory,2,Divorced,5,0,7.0,149.36,0
1068,9.0,9.0,4,Laptop & Accessory,4,Single,7,0,3.0,169.25,0
1072,14.0,8.0,3,Grocery,4,Single,2,0,4.0,260.15,0
917,10.0,17.0,4,Fashion,5,Married,9,1,8.0,208.21,0
1423,10.0,16.0,5,Laptop & Accessory,4,Married,4,1,,213.47,0
2770,12.0,26.0,3,Laptop & Accessory,1,Married,3,0,2.0,141.27,0
371,1.0,17.0,5,Mobile Phone,3,Single,3,0,3.0,151.25,1
2387,1.0,17.0,2,Mobile Phone,3,Married,4,0,3.0,145.73,0
27,0.0,,1,Mobile Phone,3,Single,4,1,3.0,124.32,1
485,10.0,6.0,4,Laptop & Accessory,3,Married,2,0,7.0,159.93,0
540,19.0,32.0,4,Others,4,Single,5,0,1.0,305.61,0
754,0.0,6.0,4,Fashion,3,Divorced,6,0,7.0,206.09,1
55,8.0,8.0,4,Laptop & Accessory,1,Married,11,0,2.0,179.84,0
660,0.0,13.0,3,Mobile Phone,3,Married,4,1,7.0,133.39,1
307,6.0,31.0,3,Laptop & Accessory,3,Married,2,0,1.0,145.39,0
3332,2.0,,4,Mobile Phone,1,Married,7,0,3.0,125.32,0
1350,10.0,22.0,4,Laptop & Accessory,3,Married,5,0,0.0,163.34,0
3494,12.0,15.0,3,Laptop & Accessory,4,Single,21,0,3.0,167.82,0
644,9.0,8.0,3,Laptop & Accessory,4,Married,5,1,0.0,169.62,0
2298,9.0,9.0,4,Fashion,1,Married,1,0,4.0,176.44,0
1354,19.0,11.0,4,Laptop & Accessory,5,Married,6,1,4.0,175.06,0
1094,24.0,9.0,4,Others,3,Married,4,1,8.0,317.37,0
342,1.0,8.0,4,Mobile Phone,3,Married,3,0,2.0,137.23,0
47,11.0,17.0,2,Mobile Phone,1,Single,5,0,1.0,171.8,0
107,8.0,,3,Mobile Phone,3,Married,2,0,0.0,124.04,0
2735,6.0,28.0,3,Laptop & Accessory,4,Married,1,0,7.0,161.46,0
1126,0.0,,3,Mobile Phone,4,Single,2,1,0.0,124.72,1
2588,1.0,12.0,4,Mobile Phone,3,Single,3,1,3.0,159.41,1
2559,9.0,7.0,5,Laptop & Accessory,5,Single,2,0,9.0,168.12,0
1202,,13.0,2,Mobile Phone,2,Married,5,0,2.0,120.89,0
2990,15.0,8.0,3,Laptop & Accessory,2,Divorced,2,0,2.0,140.89,0
2599,5.0,9.0,3,Laptop & Accessory,5,Married,2,0,3.0,167.25,0
2031,23.0,6.0,3,Laptop & Accessory,3,Married,1,0,13.0,163.47,0
1929,8.0,31.0,3,Fashion,3,Married,2,1,1.0,203.88,0
1150,5.0,6.0,3,Mobile Phone,5,Single,2,0,0.0,129.56,0
2188,16.0,22.0,3,Grocery,2,Divorced,6,1,9.0,260.64,0
3546,7.0,8.0,4,Laptop & Accessory,3,Divorced,2,0,9.0,195.47,0
538,13.0,17.0,4,Fashion,3,Single,9,0,3.0,259.64,0
2582,9.0,13.0,6,Laptop & Accessory,2,Single,3,0,9.0,191.46,0
1533,0.0,21.0,3,Fashion,3,Married,8,1,7.0,236.1,1
3331,9.0,7.0,5,Fashion,5,Married,3,1,7.0,202.52,0
622,22.0,14.0,4,Grocery,4,Married,7,0,,231.2,0
1609,19.0,8.0,3,Fashion,1,Married,4,0,7.0,185.78,0
2946,0.0,16.0,3,Grocery,5,Married,2,1,10.0,270.68,0
60,3.0,,3,Mobile Phone,1,Single,1,0,7.0,125.64,0
3556,12.0,8.0,3,Fashion,3,Single,1,0,,209.38,0
696,14.0,7.0,5,Grocery,4,Married,3,0,12.0,260.03,0
93,,15.0,3,Mobile Phone,1,Married,4,0,3.0,120.75,0
690,10.0,7.0,4,Laptop & Accessory,1,Single,6,0,1.0,191.53,0
2094,13.0,18.0,4,Fashion,1,Married,3,0,8.0,201.54,1
284,1.0,27.0,3,Mobile Phone,2,Divorced,2,0,2.0,127.13,0
1888,1.0,17.0,4,Laptop & Accessory,5,Single,3,0,9.0,167.13,1
366,17.0,16.0,3,Laptop & Accessory,1,Married,3,1,3.0,164.65,0
934,1.0,14.0,4,Laptop & Accessory,3,Married,3,0,2.0,173.83,1
2150,0.0,15.0,3,Mobile Phone,5,Single,8,0,4.0,142.0,1
2223,1.0,19.0,4,Laptop & Accessory,1,Single,5,1,8.0,170.81,1
3618,2.0,10.0,4,Fashion,4,Married,2,0,8.0,201.55,0
792,8.0,12.0,5,Fashion,5,Single,4,0,9.0,241.31,0
2429,5.0,14.0,4,Laptop & Accessory,5,Divorced,3,0,13.0,168.06,0
3356,7.0,27.0,2,Laptop & Accessory,2,Single,2,0,7.0,153.37,0
42,15.0,7.0,2,Fashion,5,Married,3,0,8.0,208.92,0
2449,0.0,11.0,4,Mobile Phone,3,Single,1,0,0.0,129.66,0
207,30.0,15.0,4,Mobile Phone,5,Married,6,1,3.0,167.57,0
1591,10.0,11.0,3,Laptop & Accessory,2,Married,8,0,4.0,163.47,0
2355,13.0,10.0,3,Laptop & Accessory,4,Divorced,11,0,7.0,188.89,0
68,13.0,21.0,4,Fashion,3,Married,2,0,12.0,204.35,0
2079,5.0,,4,Mobile Phone,4,Divorced,7,0,2.0,123.32,0
2982,19.0,14.0,2,Laptop & Accessory,3,Married,6,0,3.0,189.34,0
2519,12.0,15.0,3,Others,1,Single,3,0,3.0,294.31,0
139,,8.0,4,Mobile Phone,3,Single,7,1,0.0,120.9,1
829,17.0,11.0,3,Others,4,Divorced,8,0,10.0,282.13,0
2457,10.0,11.0,5,Laptop & Accessory,2,Single,3,0,9.0,183.1,0
2391,6.0,9.0,4,Mobile Phone,5,Married,3,0,1.0,153.27,0
789,0.0,10.0,3,Mobile Phone,5,Single,2,0,0.0,129.73,1
557,11.0,36.0,4,Fashion,4,Divorced,3,1,10.0,243.49,1
1061,12.0,30.0,3,Laptop & Accessory,1,Single,8,0,7.0,141.08,0
2863,13.0,9.0,5,Laptop & Accessory,2,Divorced,10,0,5.0,177.04,0
167,14.0,12.0,5,Fashion,5,Divorced,7,1,,229.75,0
251,15.0,35.0,5,Grocery,4,Married,2,0,11.0,260.7,0
1418,,9.0,4,Mobile Phone,3,Married,2,0,0.0,112.81,0
2247,14.0,9.0,2,Laptop & Accessory,3,Married,7,0,9.0,188.77,0
455,0.0,11.0,3,Mobile Phone,1,Single,2,0,0.0,110.51,0
2845,14.0,7.0,3,Laptop & Accessory,5,Married,1,0,7.0,141.03,0
1453,11.0,26.0,4,Fashion,4,Single,3,1,10.0,201.42,0
2414,14.0,21.0,5,Others,3,Single,3,0,10.0,321.26,0
1416,30.0,13.0,1,Laptop & Accessory,2,Married,1,1,9.0,152.2,0
3797,30.0,8.0,3,Grocery,4,Married,5,0,14.0,262.91,0
2420,4.0,23.0,4,Mobile Phone,1,Married,3,0,9.0,153.62,0
443,21.0,12.0,4,Others,3,Married,6,0,2.0,308.0,0
2384,4.0,23.0,2,Laptop & Accessory,3,Married,5,0,8.0,177.94,0
596,1.0,15.0,5,Laptop & Accessory,5,Single,8,0,3.0,178.26,1
3692,31.0,16.0,5,Mobile Phone,4,Married,6,1,1.0,158.46,0
3545,1.0,17.0,4,Laptop & Accessory,1,Single,3,0,3.0,171.84,0
2799,0.0,13.0,3,Laptop & Accessory,3,Divorced,2,0,1.0,148.83,1
2045,26.0,7.0,5,Others,3,Married,2,0,10.0,324.99,0
794,16.0,11.0,4,Laptop & Accessory,5,Single,9,0,6.0,176.55,0
395,6.0,17.0,4,Laptop & Accessory,1,Single,3,0,9.0,178.96,0
238,0.0,17.0,1,Laptop & Accessory,3,Married,9,0,2.0,147.07,1
3327,6.0,22.0,4,Laptop & Accessory,1,Married,7,0,3.0,191.67,0
2210,27.0,10.0,4,Grocery,3,Divorced,5,1,4.0,300.84,0
271,19.0,11.0,4,Laptop & Accessory,4,Divorced,3,0,9.0,169.47,0
803,,8.0,3,Mobile Phone,4,Married,2,0,2.0,122.26,0
2440,0.0,10.0,4,Laptop & Accessory,5,Divorced,2,0,3.0,142.56,0
446,21.0,9.0,4,Laptop & Accessory,4,Married,9,0,1.0,174.78,0
698,2.0,9.0,4,Laptop & Accessory,4,Divorced,3,1,6.0,172.79,0
252,7.0,16.0,3,Laptop & Accessory,3,Married,2,1,7.0,140.01,0
2482,10.0,15.0,4,Fashion,3,Married,3,0,,225.96,0
1721,30.0,7.0,5,Fashion,1,Married,4,0,0.0,208.83,0
2410,0.0,,4,Mobile Phone,5,Married,5,1,0.0,123.35,1
2332,13.0,15.0,4,Mobile Phone,3,Divorced,3,0,8.0,162.55,0
3348,1.0,33.0,4,Mobile Phone,1,Married,3,0,3.0,154.04,0
3466,6.0,11.0,5,Laptop & Accessory,3,Divorced,3,0,9.0,186.62,0
3542,12.0,7.0,2,Mobile Phone,3,Divorced,3,0,1.0,153.44,0
457,22.0,13.0,3,Fashion,4,Married,4,0,7.0,204.66,0
1585,15.0,9.0,4,Grocery,4,Single,3,0,5.0,285.15,0
745,9.0,14.0,3,Laptop & Accessory,2,Married,5,0,7.0,150.79,0
3005,12.0,14.0,3,Mobile Phone,3,Divorced,2,0,7.0,137.55,0
3343,27.0,7.0,5,Grocery,3,Married,6,1,3.0,254.65,0
2286,1.0,10.0,5,Mobile Phone,3,Single,3,0,3.0,155.33,0
2111,4.0,13.0,1,Laptop & Accessory,1,Married,5,0,7.0,169.29,0
3170,9.0,14.0,3,Fashion,3,Married,2,0,8.0,200.96,0
1232,10.0,9.0,5,Fashion,3,Divorced,3,0,1.0,200.96,0
83,9.0,18.0,4,Fashion,2,Single,1,0,8.0,188.58,0
3050,8.0,22.0,4,Grocery,5,Married,9,0,10.0,295.07,0
1574,18.0,6.0,2,Others,2,Divorced,1,0,7.0,292.02,0
2101,2.0,8.0,3,Laptop & Accessory,2,Single,2,0,9.0,145.54,0
1828,31.0,12.0,5,Fashion,4,Married,4,1,,230.52,0
2230,1.0,9.0,4,Mobile Phone,3,Single,8,0,2.0,168.82,1
487,1.0,17.0,5,Mobile Phone,5,Single,8,1,1.0,149.04,1
532,7.0,,3,Mobile Phone,3,Married,2,1,6.0,125.79,0
411,18.0,13.0,3,Fashion,5,Married,3,0,0.0,197.24,0
391,27.0,13.0,4,Laptop & Accessory,1,Single,4,0,3.0,149.5,0
3063,3.0,6.0,3,Mobile Phone,4,Divorced,1,1,7.0,135.79,0
2423,1.0,16.0,5,Mobile Phone,4,Married,3,0,1.0,151.94,0
1791,11.0,21.0,4,Mobile Phone,5,Married,3,0,18.0,155.34,0
3718,4.0,9.0,4,Mobile Phone,2,Single,2,0,8.0,150.64,0
713,9.0,9.0,4,Fashion,2,Divorced,5,0,12.0,196.99,0
1310,6.0,13.0,3,Fashion,3,Married,1,0,,216.91000000000005,0
62,4.0,32.0,3,Mobile Phone,3,Married,2,0,3.0,129.11,0
885,28.0,12.0,4,Others,5,Married,6,0,3.0,319.06,0
3558,22.0,23.0,4,Laptop & Accessory,3,Married,10,0,8.0,189.39,0
3134,20.0,8.0,3,Grocery,1,Married,2,1,0.0,267.52,0
1336,1.0,22.0,1,Laptop & Accessory,5,Single,1,0,7.0,156.61,0
226,4.0,9.0,4,Mobile Phone,4,Divorced,3,0,1.0,149.76,0
2472,3.0,12.0,5,Laptop & Accessory,4,Married,3,1,10.0,166.87,0
380,,6.0,3,Mobile Phone,4,Single,2,0,1.0,120.96,0
2018,0.0,21.0,3,Mobile Phone,1,Single,2,0,0.0,128.71,0
3229,13.0,14.0,3,Laptop & Accessory,3,Divorced,4,1,3.0,167.96,1
3729,10.0,6.0,4,Laptop & Accessory,2,Divorced,2,0,11.0,164.74,0
3313,28.0,6.0,1,Grocery,2,Married,3,0,0.0,247.32,0
3454,20.0,9.0,6,Grocery,4,Married,5,1,8.0,293.72,0
9,17.0,7.0,3,Laptop & Accessory,1,Married,5,1,2.0,157.43,0
2865,18.0,13.0,1,Laptop & Accessory,3,Married,5,0,2.0,164.34,0
2160,10.0,31.0,3,Laptop & Accessory,3,Married,4,1,7.0,144.49,0
2033,24.0,16.0,4,Others,3,Married,6,1,1.0,318.31,0
736,0.0,9.0,3,Mobile Phone,5,Single,2,1,7.0,133.48,1
259,4.0,14.0,3,Laptop & Accessory,1,Single,2,0,8.0,144.24,0
1772,0.0,33.0,3,Laptop & Accessory,1,Single,2,1,7.0,158.13,1
396,1.0,7.0,5,Mobile Phone,4,Single,3,0,1.0,153.36,0
1729,17.0,11.0,3,Others,4,Married,8,0,10.0,282.13,0
959,26.0,30.0,1,Fashion,1,Married,4,0,2.0,170.05,0
2878,13.0,28.0,5,Laptop & Accessory,1,Married,5,1,5.0,186.2,0
2271,28.0,24.0,3,Laptop & Accessory,4,Married,4,1,7.0,163.85,0
3108,1.0,31.0,5,Laptop & Accessory,4,Single,2,1,11.0,170.99,1
1293,14.0,8.0,3,Grocery,5,Married,8,0,8.0,265.95,0
2930,29.0,11.0,4,Laptop & Accessory,3,Married,2,1,3.0,165.35,0
2163,4.0,11.0,3,Mobile Phone,4,Married,2,0,2.0,127.89,0
768,,13.0,3,Mobile Phone,1,Married,2,1,2.0,122.75,1
40,4.0,18.0,3,Mobile Phone,1,Married,9,1,2.0,139.29,0
903,0.0,,3,Mobile Phone,5,Married,2,0,2.0,125.0,0
555,16.0,15.0,4,Mobile Phone,3,Single,6,0,1.0,164.68,0
3877,5.0,11.0,4,Laptop & Accessory,4,Married,4,0,5.0,158.78,0
1466,9.0,7.0,4,Fashion,3,Single,3,0,,212.89,0
1203,,26.0,3,Mobile Phone,1,Married,2,0,2.0,121.57,0
1073,0.0,6.0,4,Laptop & Accessory,5,Married,2,0,7.0,197.14,1
379,4.0,14.0,4,Mobile Phone,5,Single,5,1,4.0,146.66,1
691,31.0,14.0,2,Laptop & Accessory,1,Married,2,1,10.0,177.2,0
364,0.0,15.0,4,Mobile Phone,5,Single,8,0,3.0,134.07,1
1006,11.0,14.0,4,Laptop & Accessory,5,Married,7,1,5.0,167.84,0
1446,3.0,8.0,4,Laptop & Accessory,1,Single,6,1,0.0,168.77,0
1079,19.0,36.0,4,Mobile Phone,1,Single,7,0,4.0,159.52,0
482,9.0,9.0,5,Fashion,4,Married,4,0,,227.74,0
1497,9.0,9.0,1,Laptop & Accessory,5,Married,7,0,4.0,168.42,0
3913,11.0,23.0,4,Fashion,3,Divorced,1,0,9.0,188.23,0
1693,7.0,35.0,4,Laptop & Accessory,3,Married,3,1,8.0,177.07,0
1329,8.0,7.0,5,Mobile Phone,1,Married,3,1,4.0,161.22,0
2348,2.0,23.0,2,Laptop & Accessory,5,Single,2,0,8.0,181.61,0
1701,,12.0,3,Mobile Phone,3,Divorced,9,0,2.0,122.67,0
3301,11.0,16.0,6,Grocery,3,Married,9,0,11.0,254.36,1
1322,30.0,22.0,3,Laptop & Accessory,5,Single,9,0,2.0,154.05,0
1867,20.0,8.0,4,Mobile Phone,2,Single,2,1,2.0,132.94,0
1324,0.0,15.0,3,Mobile Phone,3,Married,2,0,2.0,127.42,1
3611,28.0,20.0,1,Others,4,Single,9,0,15.0,287.22,0
80,7.0,8.0,3,Laptop & Accessory,5,Single,1,1,2.0,145.38,0
1236,31.0,31.0,2,Fashion,1,Married,5,1,,219.39,0
847,1.0,20.0,4,Laptop & Accessory,5,Married,4,0,3.0,167.33,1
2051,13.0,20.0,4,Others,3,Single,2,0,9.0,296.26,0
2502,26.0,,3,Laptop & Accessory,1,Single,3,0,2.0,124.5,0
3366,23.0,15.0,5,Grocery,4,Divorced,8,0,4.0,256.2,0
2361,11.0,7.0,6,Laptop & Accessory,1,Married,3,0,,220.25,0
135,0.0,,3,Mobile Phone,2,Divorced,1,0,1.0,124.0,0
1198,31.0,13.0,4,Mobile Phone,3,Divorced,10,0,3.0,147.67,0
968,,6.0,3,Mobile Phone,3,Single,1,1,2.0,121.54,0
963,0.0,,5,Mobile Phone,5,Single,1,0,0.0,123.25,1
856,3.0,17.0,4,Mobile Phone,3,Single,3,0,1.0,151.42,0
1672,14.0,11.0,5,Fashion,1,Married,9,0,12.0,233.55,0
1281,8.0,7.0,4,Fashion,1,Single,3,0,,223.88,0
519,6.0,20.0,3,Mobile Phone,4,Married,2,0,6.0,127.56,0
3879,,16.0,3,Mobile Phone,4,Married,2,0,2.0,122.97,0
2732,0.0,35.0,5,Laptop & Accessory,5,Single,9,0,2.0,149.69,1
2226,1.0,17.0,4,Laptop & Accessory,2,Single,2,0,2.0,174.5,0
2782,1.0,12.0,5,Mobile Phone,3,Married,3,1,8.0,148.66,1
2175,1.0,22.0,6,Laptop & Accessory,1,Married,8,1,3.0,179.4,1
1482,1.0,21.0,4,Mobile Phone,5,Divorced,3,1,9.0,147.35,0
929,20.0,7.0,4,Fashion,5,Married,9,0,,218.96,0
861,9.0,15.0,4,Laptop & Accessory,4,Married,3,1,2.0,188.47,0
3811,19.0,9.0,4,Laptop & Accessory,2,Single,6,0,4.0,176.6,1
2898,1.0,29.0,5,Mobile Phone,4,Married,3,0,1.0,153.63,1
1849,4.0,8.0,3,Mobile Phone,3,Married,2,0,3.0,134.77,0
3281,12.0,28.0,3,Fashion,5,Single,2,1,8.0,208.8,0
3262,2.0,17.0,4,Mobile Phone,4,Divorced,3,0,1.0,135.52,0
3194,31.0,9.0,4,Grocery,4,Married,6,0,15.0,287.91,0
674,1.0,6.0,3,Mobile Phone,5,Married,2,0,2.0,135.91,0
174,17.0,31.0,4,Fashion,5,Single,8,1,,229.48,1
38,0.0,9.0,3,Laptop & Accessory,5,Divorced,2,1,3.0,141.94,0
3792,,24.0,3,Mobile Phone,1,Single,2,0,7.0,121.53,0
742,,6.0,4,Mobile Phone,4,Single,2,1,2.0,120.7,0
91,18.0,10.0,5,Fashion,3,Married,5,0,3.0,197.56,0
3858,1.0,12.0,3,Laptop & Accessory,5,Married,3,0,6.0,165.0,0
1271,9.0,9.0,4,Laptop & Accessory,5,Married,4,0,1.0,175.93,0
3129,5.0,9.0,5,Laptop & Accessory,5,Married,5,0,1.0,189.1,0
3753,,27.0,3,Mobile Phone,1,Married,8,0,2.0,122.58,0
2021,6.0,9.0,4,Laptop & Accessory,4,Divorced,2,1,3.0,165.78,0
1215,5.0,15.0,4,Grocery,4,Single,5,0,1.0,289.22,0
1409,1.0,25.0,4,Mobile Phone,3,Married,2,0,3.0,152.74,0
219,7.0,9.0,5,Laptop & Accessory,1,Single,6,0,2.0,160.29,0
525,4.0,16.0,3,Fashion,3,Married,5,0,,210.31,0
1844,1.0,16.0,4,Laptop & Accessory,1,Single,3,0,8.0,166.05,0
514,7.0,7.0,3,Fashion,1,Single,2,0,1.0,198.88,0
3139,21.0,9.0,5,Mobile Phone,1,Single,3,1,3.0,157.94,0
2055,9.0,6.0,3,Laptop & Accessory,4,Divorced,1,0,5.0,152.28,0
1488,11.0,13.0,3,Laptop & Accessory,5,Married,6,1,8.0,184.74,0
1653,3.0,15.0,3,Laptop & Accessory,5,Married,2,0,10.0,130.72,0
2719,8.0,18.0,5,Laptop & Accessory,4,Divorced,6,0,9.0,169.9,0
3507,4.0,14.0,3,Fashion,1,Married,2,0,9.0,207.93,0
2325,9.0,6.0,3,Laptop & Accessory,2,Single,5,0,0.0,166.53,0
1682,1.0,13.0,6,Mobile Phone,3,Married,2,0,1.0,148.51,1
1284,9.0,14.0,4,Fashion,5,Single,2,0,9.0,175.87,0
1520,8.0,,1,Mobile Phone,4,Married,1,0,3.0,124.26,0
2499,18.0,35.0,3,Mobile Phone,1,Single,6,0,3.0,134.52,0
3202,3.0,14.0,4,Laptop & Accessory,2,Married,3,1,1.0,191.23,0
1840,8.0,8.0,4,Mobile Phone,1,Single,1,1,4.0,149.3,0
1262,6.0,17.0,4,Mobile Phone,3,Married,8,0,4.0,159.33,0
1684,9.0,14.0,4,Fashion,3,Single,5,0,,227.21,0
2920,7.0,30.0,3,Mobile Phone,3,Married,4,1,0.0,131.61,1
991,5.0,14.0,4,Fashion,1,Single,3,1,11.0,196.43,0
3043,10.0,27.0,3,Mobile Phone,2,Divorced,6,0,0.0,129.73,0
781,9.0,16.0,3,Fashion,3,Married,4,0,7.0,170.94,0
237,31.0,22.0,4,Grocery,3,Married,4,1,3.0,282.87,0
761,4.0,18.0,3,Others,3,Divorced,2,0,8.0,295.45,1
3926,15.0,8.0,4,Laptop & Accessory,1,Single,4,0,0.0,167.81,0
1217,22.0,24.0,3,Laptop & Accessory,2,Married,2,1,7.0,168.04,0
3280,26.0,6.0,4,Fashion,4,Single,9,0,,229.45,0
2795,19.0,36.0,4,Fashion,1,Divorced,6,1,,218.8,0
1276,11.0,,3,Mobile Phone,3,Married,3,1,7.0,126.55,1
1111,5.0,7.0,3,Fashion,1,Married,2,0,7.0,204.22,0
2427,1.0,29.0,4,Mobile Phone,3,Married,6,1,2.0,146.32,1
1107,9.0,9.0,4,Mobile Phone,1,Married,3,0,3.0,145.14,0
3016,23.0,7.0,4,Mobile Phone,5,Divorced,4,0,3.0,160.8,0
1231,,17.0,3,Mobile Phone,4,Married,2,0,2.0,122.44,0
1613,25.0,5.0,3,Fashion,4,Single,8,0,0.0,204.45,0
3782,1.0,8.0,5,Mobile Phone,5,Single,8,0,8.0,148.62,1
919,,11.0,3,Mobile Phone,3,Divorced,5,0,0.0,120.93,0
145,8.0,,4,Mobile Phone,5,Single,2,0,2.0,124.5,0
3845,1.0,14.0,3,Mobile Phone,1,Single,2,0,2.0,133.1,0
883,12.0,8.0,4,Laptop & Accessory,1,Married,9,0,10.0,172.35,0
746,23.0,18.0,4,Laptop & Accessory,1,Single,5,0,5.0,170.07,0
3696,11.0,11.0,4,Mobile Phone,3,Married,9,1,4.0,154.96,0
2872,1.0,12.0,5,Fashion,2,Married,3,1,9.0,253.08,0
268,7.0,32.0,4,Laptop & Accessory,3,Divorced,3,0,2.0,170.39,0
76,5.0,15.0,5,Laptop & Accessory,1,Married,1,0,7.0,146.68,0
2858,19.0,9.0,5,Grocery,1,Married,11,0,9.0,292.92,0
402,9.0,12.0,5,Mobile Phone,3,Married,2,0,7.0,127.41,0
3736,12.0,32.0,5,Fashion,4,Divorced,5,0,2.0,245.61,0
2510,30.0,7.0,4,Laptop & Accessory,3,Married,3,0,10.0,188.06,0
3635,4.0,31.0,2,Grocery,4,Single,6,1,1.0,256.94,1
403,17.0,8.0,3,Fashion,3,Single,6,1,2.0,202.09,0
1460,9.0,34.0,4,Laptop & Accessory,3,Married,4,0,8.0,193.83,0
3174,27.0,15.0,4,Grocery,2,Divorced,7,0,3.0,243.36,0
2113,0.0,17.0,2,Laptop & Accessory,3,Divorced,9,0,2.0,147.07,1
614,16.0,33.0,1,Mobile Phone,4,Married,6,0,2.0,148.76,0
2368,1.0,33.0,5,Mobile Phone,3,Married,3,1,4.0,153.14,0
1371,7.0,6.0,4,Laptop & Accessory,5,Single,1,0,9.0,153.43,0
2014,7.0,10.0,3,Fashion,1,Married,3,1,0.0,197.13,0
907,11.0,8.0,5,Laptop & Accessory,1,Married,3,1,3.0,154.05,0
3799,0.0,,3,Mobile Phone,1,Married,2,1,0.0,125.15,1
2637,15.0,16.0,4,Others,3,Married,4,0,12.0,319.19,0
1692,9.0,25.0,4,Laptop & Accessory,3,Married,3,0,1.0,171.01,0
36,24.0,31.0,4,Grocery,3,Married,5,1,6.0,264.73,0
3152,30.0,15.0,4,Mobile Phone,4,Married,5,1,0.0,133.46,0
3216,8.0,8.0,5,Laptop & Accessory,5,Single,2,0,10.0,178.43,0
2411,1.0,30.0,2,Mobile Phone,1,Married,3,1,5.0,152.25,0
3256,5.0,14.0,5,Fashion,3,Married,3,0,,214.43,0
1016,28.0,12.0,4,Others,5,Divorced,6,0,3.0,319.06,0
1718,4.0,7.0,6,Mobile Phone,3,Married,5,0,3.0,163.33,0
1175,12.0,12.0,1,Fashion,3,Married,3,0,6.0,182.37,0
2528,21.0,11.0,4,Laptop & Accessory,2,Single,3,1,8.0,166.63,0
2874,7.0,32.0,4,Laptop & Accessory,3,Married,3,0,2.0,170.39,0
2100,8.0,8.0,4,Fashion,1,Single,3,0,,223.88,0
700,0.0,,3,Mobile Phone,1,Married,1,0,1.0,125.23,0
757,0.0,8.0,3,Mobile Phone,3,Married,7,1,2.0,139.77,0
419,16.0,30.0,3,Fashion,5,Single,7,1,2.0,204.48,1
1648,26.0,7.0,4,Grocery,2,Divorced,4,0,9.0,295.99,0
1808,14.0,6.0,2,Fashion,5,Divorced,2,0,7.0,183.92,0
858,10.0,15.0,3,Fashion,4,Married,2,0,7.0,188.34,0
635,11.0,12.0,4,Laptop & Accessory,2,Married,9,0,5.0,188.47,0
115,29.0,9.0,5,Mobile Phone,1,Married,10,0,5.0,151.62,0
425,,16.0,3,Mobile Phone,4,Married,2,0,0.0,120.08,0
1782,1.0,9.0,2,Laptop & Accessory,3,Single,2,0,8.0,190.0,0
3067,1.0,7.0,5,Mobile Phone,3,Married,3,1,1.0,154.33,0
3841,11.0,7.0,4,Fashion,2,Married,4,1,3.0,261.03,0
90,30.0,6.0,3,Fashion,2,Divorced,4,1,,219.04,0
2334,6.0,14.0,3,Mobile Phone,4,Divorced,3,0,4.0,152.94,0
784,21.0,11.0,5,Fashion,4,Married,10,1,,228.33,0
2927,0.0,15.0,5,Mobile Phone,4,Single,2,0,2.0,127.6,1
1787,19.0,32.0,5,Laptop & Accessory,1,Married,2,0,9.0,184.06,0
11,16.0,20.0,2,Laptop & Accessory,5,Married,7,0,1.0,180.38,0
2794,1.0,14.0,5,Mobile Phone,1,Married,3,0,2.0,153.89,0
288,2.0,23.0,3,Laptop & Accessory,5,Single,2,0,8.0,181.61,0
1112,8.0,14.0,4,Mobile Phone,3,Married,2,1,8.0,148.08,0
1256,4.0,32.0,5,Fashion,4,Single,4,1,,215.94,1
1547,0.0,,3,Mobile Phone,5,Single,2,0,0.0,125.52,0
3640,25.0,9.0,4,Fashion,3,Divorced,3,1,4.0,179.69,0
3638,17.0,13.0,5,Others,3,Married,9,0,15.0,318.92,0
3197,3.0,8.0,5,Grocery,1,Married,5,0,8.0,286.24,0
3493,1.0,14.0,5,Fashion,2,Married,11,0,2.0,240.57,0
1715,8.0,6.0,4,Mobile Phone,3,Single,2,0,4.0,128.59,0
2774,2.0,26.0,3,Laptop & Accessory,2,Married,3,0,2.0,169.31,0
3195,3.0,15.0,3,Laptop & Accessory,3,Single,8,1,7.0,146.95,0
3379,20.0,7.0,3,Fashion,4,Married,1,0,,219.57,0
1854,4.0,13.0,3,Laptop & Accessory,1,Married,4,0,7.0,159.15,0
884,1.0,15.0,6,Mobile Phone,3,Divorced,3,0,3.0,171.21,0
2488,4.0,7.0,4,Laptop & Accessory,1,Single,3,0,8.0,165.11,0
930,13.0,9.0,4,Fashion,3,Single,2,0,9.0,234.38,0
510,14.0,16.0,4,Mobile Phone,4,Married,10,1,1.0,161.17,0
2611,11.0,9.0,3,Mobile Phone,3,Divorced,4,0,2.0,128.21,0
1964,1.0,14.0,5,Laptop & Accessory,5,Single,10,0,8.0,193.11,0
341,12.0,8.0,4,Laptop & Accessory,1,Married,9,0,4.0,152.04,0
530,22.0,11.0,5,Fashion,3,Single,9,0,9.0,234.99,0
1441,4.0,17.0,4,Fashion,3,Single,11,0,,221.67,0
1056,5.0,16.0,3,Mobile Phone,3,Married,7,0,3.0,134.33,0
3650,5.0,8.0,3,Mobile Phone,5,Married,2,0,0.0,128.27,0
3644,5.0,12.0,4,Mobile Phone,2,Divorced,2,1,4.0,173.21,0
